tSNE1,tSNE2,cluster
35.025845,0.21198335,2
27.564932,-1.8407896,2
26.543438,-6.0962605,2
27.19065,-7.9974046,2
29.831242,3.3901496,2
29.71684,2.4848514,2
31.06603,-5.639439,2
-4.5462036,27.47122,2
3.6461406,26.622412,2
-3.5684774,29.76588,2
-3.119846,28.995483,2
-2.5706115,30.513628,2
25.925747,-6.0461383,2
26.536043,-6.332667,2
24.225777,0.013683587,2
21.674477,-2.6617665,2
22.986137,-1.2224728,2
28.54444,1.270402,2
35.029343,2.053913,2
31.720594,-4.4083943,2
31.766209,-3.3579278,2
21.57859,6.5143814,2
3.08002,26.674252,2
-1.2743177,35.8372,2
-3.6325445,26.011623,2
2.2706838,32.14856,2
3.648368,31.071848,2
-0.023397027,31.060514,2
2.2337039,27.169792,2
2.5408127,32.717773,2
0.16305655,26.52226,2
-0.30732495,27.557419,2
-8.150232,-9.348285,2
-12.044356,-12.727814,2
-12.927454,-9.464549,2
-16.153576,-8.342032,2
-12.577472,-11.07372,2
-12.014526,-12.367602,2
-13.489292,-14.123921,2
-8.819609,-8.280971,2
-11.103889,-11.523585,2
-16.54416,-3.9130776,2
-19.587688,-0.3993321,2
-3.7654254,-6.0978374,2
-20.768543,-0.9846088,2
-3.091775,-6.107403,2
-4.3647895,-6.364039,2
25.495298,3.4815528,2
23.409128,6.3456383,2
24.063938,2.4418843,2
23.792532,4.4765944,2
26.989283,1.0270226,2
-9.68449,-2.4243326,2
-5.2150393,-12.263825,2
-4.0297203,-8.059104,2
-10.675838,-11.212423,2
-6.5947413,-6.617266,2
26.3907,4.2053356,2
28.116497,6.8433094,2
21.743044,-2.789776,2
28.130823,6.3445945,2
30.567305,-0.17425999,2
-5.6097937,-5.7195425,2
-5.797081,-4.5432696,2
-11.567794,-1.6031181,2
-15.695499,-0.27164665,2
-15.4312725,0.008090173,2
32.472954,5.7842445,2
30.067095,6.730687,2
32.81989,-2.7069945,2
27.817358,6.6035132,2
28.356792,7.906132,2
-3.642627,-3.2489138,2
-6.4209843,-6.158034,2
-13.572317,-4.806694,2
-17.757425,0.9862579,2
-16.398441,-1.0459466,2
-19.068945,-11.509764,2
-8.9675865,-14.18394,2
-14.635883,-19.383625,2
-17.510376,-8.694245,2
-14.199281,-18.216616,2
-15.257465,-14.963103,2
-7.247469,-4.355391,2
-20.820505,-4.516273,2
-13.069657,-15.630646,2
-17.117813,2.4425838,2
-15.497199,-12.46088,2
-10.780178,-6.5245323,2
-8.22967,-16.702223,2
-17.472605,-7.7462487,2
-21.489895,-2.2589574,2
-15.070479,-8.312449,2
-14.847734,-4.5472493,2
-9.385247,-14.240868,2
-17.019255,-15.403987,2
-14.431223,-13.760474,2
-15.45812,-2.0644448,2
-6.564944,-8.873408,2
-6.4965973,-16.478598,2
-6.5516768,-19.230421,2
-12.311955,-12.907844,2
26.036293,8.531572,2
26.826782,7.648556,2
29.716526,-7.9380803,2
26.03992,8.048238,2
26.76492,7.603513,2
-0.45165566,31.404503,1
-0.118113615,32.808987,1
-5.5794587,29.739874,1
-3.434349,29.59645,1
-1.2273444,29.859192,1
22.311422,5.5702524,1
30.46578,4.782749,1
22.762394,7.448571,1
24.970974,-4.591705,1
22.91875,-1.6768386,1
8.614203,-30.293892,1
9.579753,-30.292593,1
7.754684,-31.126179,1
8.952975,-32.953526,1
9.354632,-31.185888,1
-15.108209,1.8311018,1
-10.714522,-4.1536846,1
-11.465602,-4.1383214,1
-6.6832204,-12.318466,1
-13.063284,-3.949064,1
-6.689687,-9.009353,1
-9.709462,1.608771,1
-12.698231,-12.902068,1
-6.9401584,-10.263548,1
-12.476566,4.672963,1
-2.586874,29.62807,1
-4.3119273,28.77423,1
-3.4941792,29.10354,1
-5.4522543,28.389303,1
1.9894025,28.194468,1
-0.27111793,27.372814,1
-3.1081195,26.90175,1
-0.7510736,28.790327,1
-5.8942723,26.506493,1
0.263233,27.866594,1
8.341652,-32.120583,1
9.5210085,-32.555893,1
7.945193,-30.519922,1
10.111818,-30.483932,1
10.274706,-30.359957,1
-6.9847555,-9.27345,1
-10.433617,-12.22387,1
-17.073284,-13.57397,1
-10.1400795,-11.400578,1
-10.294835,-16.23548,1
-10.5652,-3.4244723,1
-10.536045,-8.699604,1
-14.329677,-9.986217,1
-13.475359,-6.932225,1
-14.880289,-12.245684,1
32.092064,-3.7644744,1
33.516956,-1.2664976,1
29.317585,-0.36431593,1
31.251709,-6.1080594,1
32.189777,2.0815306,1
-18.608068,-16.445791,1
-6.0903926,-10.979462,1
-5.1346307,-14.076882,1
-16.085056,-12.706695,1
-11.729707,-8.449529,1
23.071957,-4.1632447,1
22.802662,7.4243097,1
33.947605,-3.863839,1
25.072735,-4.816195,1
27.916346,-0.75393647,1
-9.909846,-12.712458,1
-9.578302,-13.418383,1
-5.0986266,-15.759267,1
-15.729865,-11.043512,1
-17.518421,-11.692931,1
-1.1427252,-13.940897,1
-16.673803,-19.69505,1
-15.789596,-18.716656,1
-21.312845,-5.8077846,1
-2.7560143,-14.124141,1
-6.4542513,-8.144103,1
-9.143421,-16.713095,1
-15.524945,-13.498232,1
-9.747583,1.6297107,1
-17.365904,-15.109532,1
29.116373,-5.4888625,1
31.492096,8.474678,1
29.191216,-4.8558984,1
35.16683,-6.099571,1
28.014637,-8.125615,1
-5.5794644,-2.084413,1
-4.851148,-9.735292,1
-15.727319,-8.579721,1
-12.366781,-20.991995,1
-14.820274,-8.103419,1
20.698124,-1.7779406,1
30.489344,-7.0595555,1
31.663977,0.1351108,1
23.720161,1.3170617,1
23.575645,-5.330586,1
27.474552,0.88286716,1
21.82427,-0.7770366,1
30.865852,-1.1612962,1
30.054432,4.37371,1
22.926254,-0.6731614,1
21.714552,0.3022436,1
20.128197,2.8373413,1
24.490038,-2.5039666,1
22.929884,-3.8665771,1
21.032625,6.8435397,1
-5.982405,-5.1101084,1
-16.687777,-0.45967004,1
-6.6421156,-12.466473,1
-4.270929,-3.9585617,1
-19.003622,-1.648075,1
23.45999,-7.6239085,1
35.051136,0.028218329,1
28.431942,5.3297176,1
23.965345,-1.2356904,1
27.006975,-4.1313324,1
23.150192,-0.6794295,1
32.590046,-5.5880904,1
32.56584,-5.5614424,1
33.32939,0.44694734,1
25.304773,5.643483,1
-8.555438,-3.8297846,1
-20.3822,-13.378737,1
-10.609576,-7.5080843,1
-10.680738,-10.546243,1
-8.810577,-11.538029,1
27.39545,-0.4927178,2
27.82212,-8.10872,2
27.850384,-4.462069,2
26.55791,-0.11371928,2
30.149132,1.1475562,2
1.242501,33.760044,2
0.9301013,34.49729,2
2.225853,33.91782,2
0.17895298,33.76286,2
1.3078583,27.23622,2
-3.2358682,-10.589886,2
-10.710054,-5.474775,2
-12.048345,-6.159669,2
-5.7129855,-2.2535253,2
-6.5505476,-19.193638,2
-13.843991,-7.270138,2
-9.256774,-12.076099,2
-8.021553,-16.467144,2
-4.2767024,-14.331253,2
-8.505594,-4.722689,2
-11.745288,-5.0205073,2
-18.42872,-8.308501,2
-18.763927,-7.2599874,2
-6.5477777,-19.250519,2
-6.8836217,-15.105421,2
-16.220613,-3.4329581,2
-18.122614,-7.90982,2
-18.81225,-7.2793736,2
-8.322529,-6.3503356,2
-6.567464,-3.304725,2
-18.083984,-6.18266,2
-9.649472,-3.3261807,2
-16.89931,-12.465638,2
-18.81802,-6.4430265,2
-8.438408,-6.579417,2
-18.193848,-7.8119674,2
-12.39552,-8.944926,2
-10.457902,-6.478573,2
0.9546303,23.48892,2
-6.7667623,30.795467,2
-0.46936172,23.38895,2
-5.212395,27.415846,2
-7.047858,29.30265,2
-2.0826666,-10.636319,2
-9.473993,-0.5965682,2
-3.744969,-0.8806161,2
-11.201229,-0.3749107,2
-10.811756,-1.9751338,2
-14.783005,-21.29743,2
-14.067357,-20.306166,2
-15.793794,-21.115366,2
-13.410699,-19.673014,2
-15.141787,-19.795155,2
30.796883,-4.396256,2
31.030266,2.310906,2
31.913574,-4.239585,2
35.085163,2.1309912,2
31.30526,-3.0675724,2
31.9093,-3.8469555,2
33.16846,-7.305751,2
30.646915,2.7297235,2
31.497463,-5.0878882,2
30.574976,-4.4875646,2
-13.405527,-17.98029,2
-12.233326,-15.837047,2
-10.964132,-18.448708,2
-12.09548,-19.00201,2
-10.9766035,-18.535406,2
30.873697,-4.310386,2
31.766747,-2.6274745,2
33.02632,-3.551415,2
32.72904,1.2829094,2
32.758133,3.3398926,2
-14.020688,-9.421684,2
-7.450622,-6.982003,2
-12.035253,-15.072116,2
-16.40138,-6.812397,2
-14.459693,-9.601353,2
24.845234,2.3518698,2
29.435041,0.6090043,2
24.686403,6.432792,2
24.331589,4.5977025,2
25.506948,5.260409,2
28.366814,0.26427615,2
20.480839,3.3005164,2
29.756569,-8.239347,2
26.508102,-3.984174,2
21.657734,-0.8666905,2
-4.1275864,31.605581,2
-4.989426,27.511225,2
-6.3506,27.440573,2
-2.6273143,29.538292,2
-7.7178674,24.907785,2
-6.84604,-13.312483,2
-12.829995,-6.668849,2
-5.2988915,-3.3881454,2
-11.622442,-9.194186,2
-12.936795,-6.5793767,2
-11.884262,-7.972643,2
-7.6585455,-13.204564,2
-13.298454,-5.4371624,2
-16.05165,-7.1650963,2
-19.681543,-4.90074,2
29.92613,0.8206338,2
27.809265,-5.8951464,2
26.569881,-7.2779517,2
28.149015,0.35563055,2
29.978512,-5.6162233,2
29.834908,-6.808895,2
26.488964,-2.5340018,2
31.403543,0.09304716,2
20.489609,-1.5024922,2
29.931545,6.7812123,2
-0.76957846,29.561897,2
-0.47687244,33.82011,2
-1.9255116,30.374315,2
2.9383204,27.680803,2
-1.7434844,28.44098,2
-8.678044,-18.513391,2
-18.877808,-5.8915987,2
-6.774697,-9.168178,2
-9.098261,-7.007913,2
-6.2070127,-10.481882,2
-4.3610396,-9.705426,2
-20.449095,-8.406162,2
-17.16807,-18.282578,1
-12.189382,-9.891341,1
-12.442867,-17.968237,1
23.70727,-4.9093447,1
29.970837,-1.276706,1
27.362703,2.679397,1
27.338089,-6.715597,1
24.81689,-1.2837394,1
36.046135,-6.1880608,1
36.40119,-6.1737223,1
36.39301,-6.1902223,1
36.39423,-6.16334,1
36.33056,-6.1854014,1
-7.644688,-5.3778715,1
-7.002559,-14.927042,1
-11.056318,-8.161776,1
-13.756837,-7.3866577,1
-13.928431,-15.825097,1
-17.993862,-12.483941,1
-17.142923,-9.101712,1
-11.7351265,-3.0982904,1
-13.550672,-2.5710142,1
-9.797231,-2.2686994,1
-9.94168,-12.049928,1
-6.5623236,-11.179308,1
-11.461482,-10.290102,1
-13.65946,-4.5905595,1
-12.516772,-1.2477835,1
-8.087932,-9.350215,1
-15.354351,-3.4392896,1
-20.328695,-11.454404,1
-7.554675,-10.484436,1
-12.310004,0.4442475,1
-12.438318,-8.642182,1
-10.1600485,-8.366922,1
-16.662947,-8.269499,1
-8.370083,-13.491561,1
-16.559072,-9.239662,1
29.44031,0.60551536,1
32.097095,-1.2355942,1
25.607718,-5.5476794,1
28.291628,7.812058,1
28.232475,-3.164315,1
-11.614615,-8.840461,1
-7.6431403,-16.232553,1
-11.804035,1.4617183,1
-11.739015,1.5041375,1
-4.7036877,-4.850878,1
-10.835589,-12.702084,1
-10.884202,-9.123038,1
-8.60625,-18.968437,1
-4.5205913,-1.288435,1
-13.298416,0.18358125,1
-0.40430546,27.969824,1
-0.24170391,25.366293,1
4.950742,32.131966,1
3.7528455,34.052193,1
1.4777118,29.559967,1
-11.584411,-8.234747,1
-5.300028,-17.226818,1
-11.840983,-12.950376,1
-4.860627,-7.8573318,1
-17.170774,-5.192566,1
3.2353985,32.187004,1
-0.72792006,29.194359,1
-2.1814008,25.53749,1
-4.0673404,28.573774,1
-2.453173,27.370306,1
29.114908,-3.869422,1
25.080643,3.9809363,1
25.35721,1.1434261,1
24.80874,0.93405104,1
24.51739,-1.6111658,1
-16.233566,-8.114247,1
-7.925597,-8.317436,1
-20.094023,-10.191748,1
-12.148567,-13.654246,1
-20.11095,-10.114712,1
-14.432198,-11.223732,1
-14.763131,-13.287232,1
-9.480091,-14.43592,1
-9.557433,-14.449088,1
-16.677732,-11.57141,1
-14.109454,-15.872123,1
-14.221797,-16.898842,1
-8.989027,-8.329404,1
-14.53314,-13.885781,1
-7.7453136,-12.095155,1
-17.527472,-4.9663076,1
-16.643143,-6.0601916,1
-20.164549,-6.0439663,1
-21.664017,-4.88412,1
-17.271957,-16.671587,1
-7.697793,29.137766,1
-2.3255837,28.69764,1
-5.132267,29.376581,1
-8.298177,27.005014,1
-2.7675974,31.41531,1
-9.72823,1.5788095,1
-11.220018,-3.0671527,1
-8.142013,-6.474556,1
-15.992107,-2.5978332,1
-8.42476,-1.5954883,1
-16.32254,-1.9011332,1
-14.817223,-5.8331795,1
-2.5388193,-3.2813406,1
-16.203001,-0.13469997,1
-14.010257,0.42903554,1
-16.401102,-9.6546755,1
-9.684065,-15.306745,1
-12.51344,4.6035514,1
-12.542866,4.6671705,1
-10.893816,-9.455683,1
0.5438372,26.423021,1
2.8199308,31.651178,1
4.8278894,29.826921,1
0.046717618,31.453901,1
3.5122874,32.326736,1
-14.64952,-2.279443,1
-9.537809,-12.277972,1
-7.4212675,-2.7712848,1
-13.177161,-13.740819,1
-14.362182,-5.305681,1
28.26466,-1.4864233,1
27.048647,-8.4053335,1
29.333864,-4.1717157,1
33.281586,-7.1966863,1
22.771847,5.9207993,1
-12.276967,-10.698116,1
-8.627532,-7.742699,1
-10.91673,-8.854246,1
-10.928038,-8.668175,1
-11.474313,-6.807515,1
-19.622875,-2.8815846,1
-15.874939,1.1812531,1
-10.95155,-2.47938,1
-20.813189,-1.4052796,1
-15.934058,1.099352,1
4.8574724,28.581202,1
2.5450394,33.343193,1
4.3359127,30.57531,1
6.5207114,31.373627,1
1.5247327,34.73189,1
-10.919873,-0.3249827,1
-13.632744,-3.9779572,1
-15.6772175,-14.818344,1
-2.7486367,-3.0210376,1
-9.491404,-9.467384,1
0.5902962,30.178003,1
4.9274964,32.156242,1
3.2767098,27.737429,1
4.018829,24.383734,1
2.2698843,29.575117,1
-12.815351,-21.647293,1
-12.616905,-21.479008,1
-12.896685,-21.662395,1
-12.687081,-21.736368,1
-12.7515955,-21.872738,1
29.7261,-2.9046943,1
32.850716,1.4048209,1
32.654346,-0.13877374,1
32.31561,-2.954999,1
29.913404,2.0425322,1
-12.065807,-9.624277,1
-14.25444,-10.765273,1
-17.428522,-10.913868,1
-12.789916,-10.382001,1
-12.284789,-14.907451,1
-13.023728,-13.281794,1
-11.875898,-6.9865975,1
-11.9969425,-4.3484874,1
-1.223841,-13.848099,1
-11.078882,-12.004152,1
-12.627299,-11.443416,1
-14.5077095,-7.3794956,1
-13.051891,-9.961804,1
-20.191196,-1.7674824,1
-18.632864,-10.84377,1
8.611539,-32.144375,1
9.524011,-31.126276,1
10.128051,-32.00532,1
9.473936,-32.37163,1
8.535527,-31.63778,1
30.157837,-2.2184343,1
31.80108,2.6926904,1
35.04455,-6.0704703,1
25.686708,6.1271896,1
27.846586,-1.7783405,1
29.279629,-3.5357442,1
28.286875,5.006961,1
27.987804,6.1788993,1
26.607693,-2.2895837,1
23.308054,2.014526,1
9.707812,-31.97497,1
10.107502,-31.751057,1
9.700018,-32.075806,1
10.579285,-30.113054,1
7.789953,-30.53892,1
-5.0863266,-6.73493,1
-18.23755,-1.3001245,1
-7.345869,-5.4789762,1
-18.132011,0.74431866,1
-15.293305,-0.95320034,1
27.948977,-4.6143503,1
25.213678,-0.29679754,1
32.040096,3.2146573,1
22.37317,-3.4086437,1
34.785385,-0.57062095,1
-20.757658,-7.2777324,1
-8.070763,-14.022456,1
-15.373685,-18.876883,1
-16.668211,-19.716736,1
-15.845569,-18.689217,1
-13.78533,-1.6357282,1
-1.0009093,-6.739851,1
-8.434389,-11.36634,1
-15.343153,-5.1588407,1
-1.6509275,-13.541175,1
34.141014,-4.121443,1
22.02395,4.721353,1
25.064058,6.658137,1
25.420368,-2.5440736,1
25.374472,-7.5271435,1
25.783646,4.288125,1
29.638828,-7.8632627,1
30.05716,-2.3402858,1
29.240355,-3.651737,1
30.832003,-1.7833049,1
-9.818448,-15.606967,1
-12.492543,4.4603395,1
-14.202854,-4.9123707,1
-14.664289,-14.494321,1
-7.386666,-2.7456214,1
-19.295986,-14.609685,1
-15.537631,-5.222661,1
-19.615269,-14.46261,1
-17.094395,-13.507331,1
-14.767867,-9.722466,1
-19.453651,-14.305318,1
-19.807297,-14.402239,1
-13.774606,-10.629581,1
-14.306402,-11.256597,1
-19.086662,-13.2420435,1
-14.877781,2.3148715,1
31.243027,-6.236096,1
32.06251,5.638462,1
31.926931,-3.4715385,1
33.690666,-2.2383149,1
31.798412,-6.4335275,1
29.524324,-0.5629653,1
28.974838,6.8966436,1
27.92179,-4.6326513,1
28.62468,5.969838,1
35.842186,-1.6486701,1
-6.8800607,-1.3988751,1
-18.139635,-15.17538,1
-4.8799047,0.13382675,1
-6.341301,0.6497861,1
-8.599786,-3.973578,1
-9.972181,-3.1432037,1
-3.5776327,-6.5036116,1
-5.992677,-8.734869,1
-4.759116,-11.582478,1
-9.70829,-10.79443,1
-0.50545,26.224375,1
-4.1568613,34.21281,1
-1.2970647,29.483,1
-6.113505,25.01399,1
-4.799042,26.660538,1
-12.574878,-7.877056,1
-3.8861194,-14.074274,1
-12.297622,-3.534159,1
-10.46017,-1.1552469,1
-15.879453,-3.7687085,1
-4.791085,0.17237255,1
-13.780867,-14.075181,1
-10.595465,-11.021358,1
-7.345785,-7.335507,1
-10.714976,-14.944096,1
-11.197696,-13.628805,1
-9.429952,-17.478397,1
-5.6213903,-2.0449758,1
-10.016149,-7.70278,1
-10.501169,-13.710097,1
29.800852,-3.0269551,1
28.363287,-2.5502014,1
33.506687,-3.3469644,1
31.664959,5.3890266,1
33.749886,-3.972025,1
32.537823,4.3316917,1
33.66492,-1.6898503,1
33.824707,-3.982438,1
31.928478,-4.319056,1
34.082245,-2.9207027,1
0.37054735,25.521591,1
1.5334831,28.932793,1
2.160093,30.02559,1
2.0145175,30.68037,1
2.2060015,28.954983,1
-14.267773,-8.288208,1
-8.726577,-12.787197,1
-14.8460865,-6.810793,1
-14.898068,-6.548349,1
-12.416934,-8.678238,1
-3.250604,-10.491252,1
-12.17135,-12.148198,1
-6.0837855,-13.61054,1
-12.082419,-10.026337,1
-9.69504,-6.8677716,1
24.747337,-3.0956516,1
26.260052,0.44895303,1
25.435978,-1.5029787,1
31.779331,0.83573395,1
23.364,-4.578783,1
27.782513,-2.496617,1
20.921076,-2.014478,1
34.25486,-0.7683514,1
34.586597,-0.9750301,1
33.69005,-2.1743052,1
9.901995,-32.24926,1
9.022736,-32.7674,1
9.419586,-30.533148,1
9.010442,-32.913048,1
9.425301,-32.53769,1
-10.810892,-4.6474714,1
-12.163732,-5.2194285,1
-7.3773627,-2.7430313,1
-5.1344852,-13.963072,1
-2.976071,-14.068571,1
-9.771704,-11.1866865,1
-12.131253,-4.469742,1
-9.821197,1.6307099,1
-18.25919,-3.502178,1
-9.99478,-5.5339813,1
-10.188449,-5.321987,1
-14.831392,-5.9372706,1
-18.481047,-10.209239,1
-12.840155,-8.611703,1
-14.883037,2.177831,1
-3.9321966,26.973639,1
5.274441,33.38252,1
-1.6988856,29.259354,1
-1.6509148,30.065054,1
1.8718868,28.054531,1
-13.921103,-15.800229,1
-2.8783443,-8.08456,1
-2.8128445,-8.175712,1
-16.88644,-10.371165,1
-3.4584203,-8.109028,1
-8.428734,-3.846452,1
-14.838342,-1.9309458,1
-11.328345,-10.561515,1
-14.902824,-6.2513633,1
-11.984572,-17.009533,1
8.387477,-32.27413,1
8.448678,-30.366652,1
8.943036,-32.766647,1
10.032418,-31.475554,1
9.984388,-31.403803,1
1.682244,31.923302,1
-2.6799824,23.601744,1
-3.2262967,27.219906,1
2.6057265,28.146656,1
-4.8670154,23.347168,1
31.101376,2.1293614,1
23.442251,-7.6485143,1
32.89305,2.0616326,1
21.659798,-5.8943825,1
32.420185,-1.054333,1
22.645884,-1.9796911,1
31.220911,-3.2746856,1
26.19589,-4.3791595,1
29.70536,-4.088189,1
30.068,-1.1676995,1
26.02497,-7.0669384,1
20.840208,3.493437,1
21.061983,1.8096335,1
25.89834,2.018074,1
23.425123,-2.2157178,1
33.78157,-3.7409825,1
25.832853,-4.1908355,1
28.718557,-1.1729428,1
28.173706,0.5222931,1
30.16804,-7.123738,1
-7.0932,27.01177,1
-3.8569262,32.57545,1
-3.664822,26.1586,1
-4.802915,30.77337,1
1.5201247,29.037567,1
-8.662709,-8.196196,1
-11.335802,-9.570678,1
-14.724214,-7.9986634,1
-8.380376,-7.8657126,1
-2.692517,-11.377936,1
25.261797,-5.539367,1
24.976318,-6.1412215,1
26.761276,-3.4347816,1
29.795778,4.839591,1
28.465456,0.45306858,1
-13.158798,-14.064922,1
-10.3630495,-12.138414,1
-11.853997,-8.938119,1
-8.09774,-14.969474,1
-11.484175,-9.548625,1
27.744839,-8.002918,1
33.856773,-4.1370955,1
23.662586,3.6559303,1
23.480476,-6.2657995,1
23.124231,1.9482265,1
30.228397,-5.783309,1
33.22068,-7.038728,1
22.783562,-0.4231193,1
20.855324,3.5016918,1
26.479317,6.269002,1
-1.3895063,26.71748,1
-1.4994345,33.807285,1
-0.7762963,31.891241,1
0.78353703,31.19448,1
-1.4834834,33.24564,1
-4.8311734,28.425062,1
4.8139744,29.666605,1
-3.1212633,22.899513,1
5.5676036,27.062435,1
-4.7942896,24.893965,1
2.2908933,30.146116,1
2.583324,32.901592,1
5.956882,27.366549,1
2.5675144,30.600458,1
1.2087408,33.00534,1
-13.72655,-8.225769,1
-7.418687,-11.866129,1
-12.909631,-10.433355,1
-15.327724,-9.630071,1
-13.042073,-16.574877,1
-13.700774,-12.58272,1
-15.386223,-9.236188,1
-14.202035,-5.491313,1
-7.5740023,-11.714624,1
-17.11361,-14.5334,1
-16.01165,-14.691161,1
-9.952076,-11.402675,1
-16.031446,-16.060263,1
-21.357634,-12.3745985,1
-16.097189,-16.083942,1
32.67236,3.3768897,1
33.766514,-2.98607,1
33.276737,-1.0019468,1
30.926554,-1.3594261,1
27.369558,1.8255144,1
-6.7628407,-14.979012,1
-4.9009314,-9.693323,1
-9.830663,-10.197325,1
-17.960752,-13.965698,1
-5.868433,-14.249101,1
29.812004,-7.9360642,1
30.364487,-4.101882,1
21.609512,-3.73236,1
26.4295,5.0391617,1
32.22235,2.7073994,1
29.99028,4.6094522,1
20.518616,-1.6340234,1
27.682182,5.0220733,1
27.402029,4.8983846,1
22.918276,1.7090839,1
25.310623,-5.4931455,1
27.543764,-1.9083587,1
24.82193,0.41490424,1
28.248352,-7.2209883,1
25.245272,-5.5838223,1
-13.177538,-15.15059,1
-9.313279,-16.689144,1
-10.404705,-16.44074,1
-19.155895,-11.548804,1
-20.357481,-7.7693543,1
-12.831404,-11.537866,1
-12.875133,-7.6724124,1
-12.520709,-11.93595,1
-11.906509,-3.3284824,1
-11.79332,-7.4077897,1
8.942508,-31.53983,1
9.335887,-32.416786,1
9.576338,-32.572388,1
9.722399,-29.812634,1
7.6649995,-31.60367,1
-4.9826345,-9.86054,1
-11.737263,-11.116164,1
-9.450987,-7.5496955,1
-12.553905,4.662225,1
-18.079473,-12.646334,1
26.980003,-8.222936,1
29.49254,-6.400255,1
29.902763,-3.4515872,1
26.034996,-0.9918059,1
31.869917,-0.13810864,1
8.2480345,-31.356295,1
10.461078,-29.970736,1
8.915371,-30.67382,1
8.613031,-30.683832,1
8.43028,-32.217575,1
24.330194,0.0444267,1
24.768667,0.20879683,0
25.7063,-4.0324116,0
35.033722,2.179202,0
21.32605,3.7852104,0
9.087895,-31.294085,0
9.018162,-31.221127,0
9.006696,-31.407509,0
8.027594,-31.17701,0
9.10054,-31.9565,0
0.77036005,27.60062,0
3.5188293,30.949265,0
0.7371919,22.762232,0
-0.86223465,23.869316,0
3.9635618,30.636305,0
-6.6671114,-15.140491,0
-11.36855,-4.147256,0
-10.193531,1.0151486,0
-19.699368,-2.7714345,0
-7.780313,-9.263094,0
-15.740457,-11.233295,0
-8.57735,-9.714398,0
-5.0768967,-8.362574,0
-16.007935,-4.4888754,0
-9.752262,1.3715104,0
-14.383206,-9.314471,0
-13.015229,-4.8099914,0
-10.0193405,-17.839964,0
-14.045104,-3.2289445,0
-20.871864,-3.2861054,0
-18.057833,-3.7933612,0
-18.327885,-3.4527495,0
-15.140309,-9.482519,0
-18.154722,-3.595116,0
-13.829252,-5.2970715,0
